Run_ID,Reverb_Base_SIR,Reverb_Base_SINR,Reverb_Base_PESQ_NB,Reverb_Base_PESQ_WB,Reverb_Base_STOI,Reverb_Oracle_SIR,Reverb_Oracle_SINR,Reverb_Oracle_PESQ_NB,Reverb_Oracle_PESQ_WB,Reverb_Oracle_STOI,NoReverb_Base_SIR,NoReverb_Base_SINR,NoReverb_Base_PESQ_NB,NoReverb_Base_PESQ_WB,NoReverb_Base_STOI,NoReverb_Oracle_SIR,NoReverb_Oracle_SINR,NoReverb_Oracle_PESQ_NB,NoReverb_Oracle_PESQ_WB,NoReverb_Oracle_STOI
batch_test_000,0.02,-2.10,1.390,1.042,0.580,29.61,6.23,2.594,1.417,0.866,-0.00,-2.14,1.315,1.020,0.659,33.18,6.58,2.292,1.260,0.851
batch_test_001,-0.04,-2.14,1.616,1.091,0.619,39.72,10.05,2.544,1.787,0.864,0.01,-2.11,1.554,1.065,0.731,44.16,9.91,2.211,1.518,0.892
batch_test_002,-0.01,-2.13,1.231,1.031,0.580,36.89,9.71,1.751,1.261,0.811,-0.04,-2.15,1.198,1.027,0.705,42.61,9.21,1.510,1.141,0.848
batch_test_003,0.00,-2.11,1.417,1.049,0.475,23.96,8.52,3.040,1.616,0.856,-0.03,-2.13,1.312,1.031,0.507,23.25,9.05,2.667,1.493,0.866
batch_test_004,-0.02,-2.14,1.273,1.053,0.497,26.41,7.02,1.789,1.208,0.775,0.01,-2.12,1.221,1.051,0.612,29.57,7.40,1.624,1.112,0.823
batch_test_005,-0.01,-2.14,1.279,1.028,0.551,26.45,7.89,2.557,1.460,0.880,-0.02,-2.14,1.286,1.027,0.738,39.26,8.49,2.022,1.212,0.918
batch_test_006,-0.01,-2.14,1.204,1.029,0.591,34.99,10.19,2.041,1.330,0.839,-0.00,-2.15,1.176,1.029,0.706,37.67,10.20,1.839,1.176,0.867
batch_test_007,0.02,-2.12,1.347,1.082,0.505,29.19,7.40,1.812,1.145,0.764,-0.01,-2.13,1.269,1.067,0.582,32.75,7.81,1.673,1.102,0.795
batch_test_008,0.03,-2.10,1.509,1.044,0.641,28.70,7.24,2.296,1.236,0.893,0.00,-2.14,1.404,1.040,0.722,33.60,7.63,2.003,1.163,0.916
batch_test_009,-0.04,-2.17,1.491,1.056,0.661,54.37,8.27,1.954,1.293,0.850,0.01,-2.13,1.312,1.036,0.778,57.62,9.43,1.715,1.200,0.910
batch_test_010,-0.01,-2.13,1.446,1.065,0.586,28.93,7.08,2.212,1.311,0.848,0.02,-2.10,1.362,1.041,0.653,32.75,7.11,2.026,1.196,0.874
batch_test_011,-0.00,-2.12,1.322,1.033,0.575,28.90,6.28,2.044,1.206,0.874,-0.00,-2.13,1.202,1.034,0.688,32.75,6.80,1.798,1.113,0.901
batch_test_012,-0.04,-2.15,1.274,1.040,0.563,27.57,8.34,1.801,1.169,0.828,-0.02,-2.13,1.186,1.033,0.596,29.68,8.67,1.472,1.069,0.838
batch_test_013,-0.05,-2.19,1.930,1.072,0.573,20.89,6.79,3.010,1.524,0.828,0.03,-2.12,1.855,1.037,0.622,25.31,7.64,2.528,1.350,0.811
batch_test_014,0.01,-2.12,1.231,1.035,0.482,23.69,7.53,1.775,1.160,0.756,-0.04,-2.13,1.167,1.025,0.571,26.30,8.15,1.628,1.091,0.792
batch_test_015,0.03,-2.14,1.427,1.047,0.606,26.09,8.23,2.079,1.303,0.832,-0.04,-2.18,1.375,1.043,0.709,29.30,8.66,1.887,1.185,0.861
batch_test_016,-0.03,-2.15,1.295,1.068,0.701,49.47,6.20,2.175,1.262,0.880,0.00,-2.12,1.259,1.069,0.773,53.01,6.34,1.798,1.133,0.907
batch_test_017,0.00,-2.12,1.327,1.076,0.658,31.85,7.77,2.345,1.338,0.896,-0.06,-2.17,1.206,1.046,0.747,36.65,8.35,2.004,1.184,0.918
batch_test_018,0.03,-2.12,1.414,1.055,0.606,32.48,7.39,1.971,1.242,0.859,0.02,-2.12,1.299,1.047,0.705,33.94,7.67,1.784,1.143,0.884
batch_test_019,0.03,-2.11,1.281,1.035,0.582,29.11,9.58,1.879,1.332,0.837,0.02,-2.15,1.229,1.032,0.695,30.58,8.66,1.691,1.165,0.874
batch_test_020,-0.02,-2.14,1.378,1.066,0.710,25.79,7.24,2.045,1.314,0.899,0.00,-2.10,1.322,1.049,0.816,28.40,7.84,1.878,1.237,0.939
batch_test_021,0.02,-2.12,1.390,1.066,0.535,23.83,7.44,2.128,1.363,0.847,0.04,-2.09,1.314,1.045,0.687,28.59,7.61,1.911,1.160,0.878
batch_test_022,0.03,-2.11,1.392,1.048,0.513,29.10,8.85,2.140,1.559,0.835,-0.01,-2.13,1.311,1.045,0.650,30.62,8.84,1.938,1.358,0.864
batch_test_023,0.02,-2.10,1.205,1.040,0.552,30.61,6.54,2.363,1.221,0.869,-0.03,-2.15,1.204,1.037,0.628,33.24,7.25,2.110,1.158,0.902
batch_test_024,0.01,-2.11,1.232,1.029,0.554,29.48,11.86,2.789,1.843,0.869,0.01,-2.11,1.159,1.022,0.650,30.37,12.51,2.497,1.565,0.889
batch_test_025,0.03,-2.10,1.695,1.091,0.641,37.60,10.43,3.030,1.684,0.857,-0.01,-2.13,1.533,1.074,0.669,42.46,11.22,2.576,1.576,0.857
batch_test_026,-0.04,-2.15,1.336,1.044,0.494,25.56,7.25,2.018,1.278,0.804,-0.01,-2.15,1.205,1.029,0.623,30.42,7.52,1.549,1.095,0.838
batch_test_027,0.01,-2.13,1.325,1.054,0.559,26.72,8.60,2.067,1.410,0.827,0.02,-2.11,1.277,1.045,0.689,31.04,8.70,1.826,1.251,0.864
batch_test_028,0.01,-2.12,1.577,1.086,0.668,38.05,7.99,2.048,1.243,0.845,-0.03,-2.16,1.443,1.068,0.748,38.19,8.43,1.825,1.183,0.877
batch_test_029,-0.04,-2.15,1.336,1.035,0.584,25.72,8.71,2.123,1.298,0.845,-0.03,-2.14,1.273,1.031,0.679,26.57,8.93,1.821,1.176,0.863
batch_test_030,-0.01,-2.14,1.379,1.059,0.483,27.09,9.66,3.095,1.692,0.878,0.01,-2.11,1.217,1.026,0.664,27.75,9.89,2.710,1.454,0.917
batch_test_031,-0.01,-2.13,1.443,1.098,0.604,26.63,8.41,2.184,1.445,0.856,-0.05,-2.18,1.312,1.066,0.721,30.91,8.32,1.882,1.243,0.873
batch_test_032,0.05,-2.10,1.245,1.115,0.530,29.29,6.68,2.328,1.352,0.788,-0.03,-2.15,1.318,1.054,0.578,31.18,6.70,1.918,1.155,0.769
batch_test_033,-0.07,-2.15,1.322,1.034,0.565,23.43,6.69,2.031,1.225,0.842,0.00,-2.15,1.221,1.026,0.663,29.90,6.99,1.662,1.101,0.863
batch_test_034,-0.03,-2.14,1.413,1.044,0.502,26.00,9.30,2.441,1.564,0.804,-0.05,-2.17,1.315,1.037,0.640,28.89,9.24,1.985,1.354,0.851
batch_test_035,-0.05,-2.20,1.258,1.027,0.473,33.26,7.93,1.837,1.184,0.787,-0.01,-2.17,1.197,1.023,0.596,36.43,8.12,1.691,1.147,0.811
batch_test_036,-0.02,-2.15,1.593,1.096,0.660,68.47,6.46,1.803,1.188,0.759,-0.02,-2.13,1.522,1.081,0.742,66.70,6.45,1.695,1.138,0.831
batch_test_037,0.01,-2.13,1.301,1.038,0.552,25.34,6.22,2.374,1.214,0.871,-0.05,-2.17,1.231,1.031,0.670,28.53,7.04,2.178,1.161,0.905
batch_test_038,0.03,-2.08,1.233,1.038,0.630,28.28,9.43,2.185,1.503,0.847,0.07,-2.08,1.146,1.026,0.697,30.34,10.17,1.850,1.271,0.877
batch_test_039,0.06,-2.09,1.140,1.023,0.580,22.79,5.68,1.485,1.059,0.820,0.03,-2.12,1.125,1.018,0.747,24.70,6.43,1.298,1.041,0.873
batch_test_040,0.04,-2.10,1.480,1.053,0.530,22.31,6.71,2.219,1.318,0.802,-0.01,-2.12,1.434,1.041,0.590,24.57,7.18,1.967,1.201,0.819
batch_test_041,-0.05,-2.18,1.089,1.036,0.556,29.06,9.28,2.682,1.556,0.890,-0.00,-2.12,1.321,1.056,0.624,31.42,9.89,2.278,1.342,0.896
batch_test_042,-0.00,-2.12,1.221,1.031,0.524,25.31,7.47,1.717,1.163,0.724,-0.02,-2.13,1.181,1.028,0.640,28.33,7.93,1.606,1.095,0.757
batch_test_043,0.00,-2.11,1.398,1.051,0.581,26.16,6.36,1.949,1.172,0.818,0.02,-2.11,1.368,1.046,0.656,31.91,7.15,1.772,1.121,0.830
batch_test_044,0.00,-2.12,1.395,1.081,0.435,27.01,8.49,1.923,1.276,0.817,-0.04,-2.16,1.304,1.056,0.547,32.74,8.48,1.673,1.176,0.811
batch_test_045,-0.03,-2.16,1.199,1.030,0.575,31.07,10.11,2.618,1.748,0.865,0.02,-2.10,1.178,1.027,0.644,30.39,10.29,2.280,1.505,0.884
batch_test_046,0.02,-2.11,1.513,1.063,0.572,29.04,6.63,2.695,1.488,0.893,-0.01,-2.14,1.402,1.048,0.677,30.84,7.12,2.432,1.355,0.909
batch_test_047,0.06,-2.08,1.273,1.059,0.471,19.69,8.12,2.443,1.208,0.837,-0.01,-2.18,1.179,1.028,0.547,21.62,8.39,2.006,1.374,0.856
batch_test_048,0.03,-2.12,1.449,1.032,0.612,26.31,7.72,2.956,1.602,0.896,-0.01,-2.14,1.313,1.022,0.691,26.65,8.50,2.432,1.360,0.920
batch_test_049,-0.01,-2.10,1.521,1.210,0.499,23.31,7.43,2.185,1.529,0.770,0.03,-2.11,1.409,1.096,0.572,27.28,7.20,1.813,1.222,0.776
batch_test_050,-0.04,-2.14,1.372,1.072,0.608,27.60,8.84,2.176,1.449,0.855,0.03,-2.14,1.230,1.058,0.702,33.44,8.95,1.888,1.238,0.883
batch_test_051,-0.00,-2.12,1.321,1.035,0.639,39.32,8.79,1.959,1.347,0.847,-0.06,-2.17,1.243,1.026,0.724,41.92,9.67,1.898,1.344,0.898
batch_test_052,-0.03,-2.17,1.485,1.095,0.686,33.06,9.84,2.549,1.761,0.887,0.01,-2.13,1.424,1.071,0.769,36.09,9.68,2.216,1.410,0.908
batch_test_053,-0.01,-2.15,1.397,1.044,0.491,25.66,7.63,2.106,1.283,0.804,0.06,-2.11,1.350,1.037,0.618,28.52,7.44,1.932,1.182,0.836
batch_test_054,0.01,-2.11,1.440,1.043,0.557,25.07,7.73,1.995,1.349,0.814,0.05,-2.07,1.306,1.033,0.652,30.15,8.04,1.758,1.181,0.835
batch_test_055,-0.01,-2.14,1.496,1.157,0.590,31.49,7.12,2.184,1.398,0.860,0.01,-2.12,1.429,1.063,0.648,30.15,7.96,2.182,1.328,0.897
batch_test_056,-0.02,-2.12,1.578,1.065,0.637,29.29,9.55,2.616,1.837,0.881,-0.02,-2.13,1.487,1.044,0.681,15.97,5.22,2.024,1.287,0.841
batch_test_057,-0.02,-2.16,1.280,1.036,0.483,24.45,6.14,2.244,1.214,0.846,0.03,-2.10,1.234,1.027,0.555,27.72,6.68,2.003,1.161,0.866
batch_test_058,-0.02,-2.15,1.508,1.043,0.615,24.73,6.37,2.366,1.289,0.874,0.01,-2.11,1.367,1.029,0.741,27.41,6.97,1.983,1.141,0.902
batch_test_059,-0.00,-2.14,1.465,1.120,0.455,22.26,7.21,2.052,1.383,0.747,0.01,-2.10,1.423,1.080,0.526,26.01,7.52,1.839,1.256,0.760
batch_test_060,0.01,-2.12,1.272,1.044,0.518,28.33,7.37,2.038,1.382,0.844,-0.01,-2.12,1.227,1.026,0.622,28.98,7.66,1.826,1.244,0.870
batch_test_061,0.00,-2.15,1.731,1.298,0.528,31.54,7.83,2.678,1.555,0.741,-0.02,-2.15,2.144,1.175,0.473,36.88,7.84,2.614,1.357,0.638
batch_test_062,-0.02,-2.13,1.454,1.078,0.620,25.52,7.10,2.196,1.399,0.872,-0.00,-2.14,1.364,1.047,0.733,32.13,7.39,1.855,1.186,0.903
batch_test_063,0.00,-2.14,1.233,1.035,0.509,29.74,9.50,2.247,1.449,0.873,-0.03,-2.17,1.164,1.023,0.653,34.44,9.70,1.957,1.278,0.905
batch_test_064,-0.01,-2.12,1.372,1.054,0.621,25.19,8.25,2.112,1.420,0.836,-0.06,-2.14,1.305,1.042,0.724,26.61,8.21,1.786,1.217,0.866
batch_test_065,0.02,-2.13,1.287,1.049,0.473,30.13,8.72,2.004,1.288,0.817,0.01,-2.13,1.210,1.026,0.599,32.20,9.20,1.797,1.157,0.846
batch_test_066,-0.03,-2.16,1.423,1.073,0.596,26.95,8.66,2.106,1.407,0.836,0.00,-2.14,1.348,1.062,0.700,33.01,8.86,1.876,1.262,0.869
batch_test_067,-0.00,-2.14,1.352,1.060,0.562,26.37,5.39,1.720,1.172,0.791,0.03,-2.13,1.226,1.034,0.643,27.71,5.45,1.530,1.089,0.833
batch_test_068,0.03,-2.10,1.273,1.027,0.470,28.79,7.15,1.930,1.156,0.818,0.00,-2.14,1.228,1.034,0.560,30.40,7.21,1.682,1.123,0.819
batch_test_069,0.03,-2.08,1.267,1.047,0.516,26.17,8.16,1.835,1.293,0.821,-0.01,-2.16,1.213,1.032,0.649,30.59,7.90,1.585,1.154,0.855
batch_test_070,-0.02,-2.13,1.422,1.069,0.481,25.47,9.67,2.412,1.709,0.788,0.05,-2.09,1.342,1.059,0.547,27.63,9.32,2.074,1.505,0.805
batch_test_071,-0.02,-2.13,1.262,1.040,0.550,30.23,7.70,1.924,1.269,0.796,0.04,-2.09,1.217,1.034,0.601,31.61,7.65,1.743,1.131,0.805
batch_test_072,0.02,-2.10,1.533,1.131,0.517,27.80,8.48,1.684,1.081,0.797,0.02,-2.10,1.167,1.048,0.575,31.23,8.82,1.384,1.049,0.796
batch_test_073,0.03,-2.09,1.374,1.037,0.612,27.80,7.29,1.979,1.209,0.852,-0.03,-2.15,1.248,1.029,0.707,32.23,7.62,1.670,1.098,0.866
batch_test_074,0.02,-2.12,1.330,1.047,0.575,30.02,6.34,1.916,1.175,0.809,0.06,-2.09,1.273,1.028,0.681,31.51,6.83,1.744,1.128,0.862
batch_test_075,-0.00,-2.16,1.202,1.027,0.461,26.37,7.06,1.713,1.094,0.719,0.03,-2.10,1.147,1.023,0.569,30.04,7.59,1.467,1.048,0.756
batch_test_076,-0.07,-2.18,1.236,1.073,0.707,34.44,9.67,2.029,1.445,0.881,0.02,-2.11,1.184,1.051,0.767,43.66,10.88,1.827,1.379,0.914
batch_test_077,0.00,-2.13,1.324,1.055,0.648,47.45,8.64,2.141,1.338,0.868,0.01,-2.11,1.369,1.050,0.760,47.29,8.78,2.063,1.241,0.919
batch_test_078,-0.01,-2.13,1.599,1.107,0.668,38.89,7.65,2.331,1.314,0.871,-0.01,-2.14,1.542,1.080,0.774,40.89,7.76,2.151,1.208,0.901
batch_test_079,0.02,-2.15,1.298,1.085,0.547,28.77,8.61,1.835,1.198,0.800,0.01,-2.14,1.215,1.072,0.629,34.37,8.68,1.501,1.097,0.819
batch_test_080,-0.02,-2.13,1.316,1.040,0.524,28.73,6.95,2.115,1.278,0.804,0.02,-2.11,1.258,1.033,0.629,32.35,7.32,1.869,1.177,0.838
batch_test_081,0.06,-2.07,1.339,1.038,0.541,26.08,8.54,2.470,1.604,0.847,0.03,-2.10,1.272,1.029,0.677,30.12,8.47,2.051,1.255,0.870
batch_test_082,-0.04,-2.16,1.431,1.080,0.633,29.91,7.63,2.403,1.335,0.876,0.02,-2.10,1.363,1.058,0.725,32.09,8.15,2.046,1.211,0.906
batch_test_083,0.02,-2.11,1.330,1.043,0.522,28.57,6.92,1.891,1.184,0.772,-0.01,-2.15,1.218,1.032,0.603,34.22,7.18,1.616,1.087,0.794
batch_test_084,-0.03,-2.15,1.602,1.085,0.628,22.97,7.38,2.272,1.485,0.868,0.00,-2.15,1.570,1.038,0.761,22.50,6.95,2.030,1.226,0.899
batch_test_085,0.01,-2.12,1.237,1.063,0.512,28.51,9.34,2.019,1.306,0.812,0.02,-2.08,1.143,1.063,0.667,33.64,9.40,1.682,1.143,0.853
batch_test_086,-0.00,-2.12,1.435,1.038,0.572,27.26,6.74,2.445,1.219,0.862,0.01,-2.12,1.360,1.031,0.711,32.01,7.18,2.173,1.157,0.892
batch_test_087,0.01,-2.12,1.390,1.037,0.560,25.40,7.81,2.065,1.227,0.832,0.02,-2.10,1.322,1.027,0.670,29.99,8.07,1.820,1.130,0.865
batch_test_088,-0.02,-2.15,1.418,1.049,0.539,27.37,6.86,2.291,1.309,0.811,0.04,-2.10,1.377,1.046,0.644,30.16,7.14,2.080,1.271,0.852
batch_test_089,-0.02,-2.15,1.258,1.051,0.557,26.55,6.27,2.044,1.269,0.857,-0.03,-2.15,1.183,1.030,0.668,28.72,6.43,1.722,1.111,0.883
batch_test_090,-0.02,-2.16,1.503,1.069,0.581,24.17,8.17,2.107,1.356,0.834,0.01,-2.13,1.406,1.063,0.600,26.49,8.01,1.927,1.254,0.836
batch_test_091,-0.00,-2.14,1.340,1.076,0.462,27.60,7.36,2.044,1.332,0.782,-0.04,-2.16,1.209,1.035,0.573,30.28,7.11,1.768,1.173,0.818
batch_test_092,0.01,-2.15,1.277,1.028,0.486,23.31,7.57,1.885,1.096,0.838,0.03,-2.14,1.200,1.026,0.580,25.04,7.81,1.606,1.065,0.843
batch_test_093,0.01,-2.13,1.332,1.030,0.469,29.98,8.87,2.237,1.379,0.803,-0.03,-2.18,1.238,1.023,0.587,27.73,8.59,1.910,1.220,0.828
batch_test_094,0.03,-2.09,1.401,1.054,0.490,26.94,9.27,2.147,1.378,0.802,-0.02,-2.14,1.279,1.039,0.566,30.54,9.57,1.769,1.203,0.793
batch_test_095,0.03,-2.09,1.198,1.038,0.656,23.05,9.40,2.990,2.095,0.927,0.02,-2.14,1.138,1.026,0.760,28.41,10.43,2.576,1.802,0.951
batch_test_096,0.02,-2.11,1.336,1.060,0.527,22.78,6.24,1.966,1.152,0.812,-0.03,-2.17,1.234,1.051,0.629,27.92,7.17,1.675,1.085,0.828
batch_test_097,-0.00,-2.16,1.278,1.071,0.598,35.09,8.64,1.891,1.221,0.808,-0.04,-2.18,1.279,1.087,0.699,37.66,8.66,1.619,1.108,0.846
batch_test_098,0.00,-2.09,1.293,1.042,0.318,29.64,9.59,1.967,1.342,0.649,-0.13,-2.26,1.317,1.039,0.443,36.32,8.99,1.867,1.216,0.687
batch_test_099,-0.02,-2.13,1.350,1.072,0.638,26.82,9.58,3.304,2.043,0.915,-0.01,-2.10,1.249,1.049,0.734,27.47,10.13,2.705,1.821,0.933
batch_test_100,-0.02,-2.13,1.499,1.048,0.530,25.49,7.70,2.198,1.228,0.811,0.02,-2.11,1.422,1.025,0.608,30.55,8.58,1.882,1.119,0.810
batch_test_101,-0.00,-2.16,1.445,1.071,0.552,29.62,6.44,2.130,1.341,0.830,-0.02,-2.18,1.399,1.053,0.607,33.92,6.66,1.979,1.240,0.856
batch_test_102,0.00,-2.13,1.319,1.052,0.389,23.23,9.50,2.643,1.835,0.766,-0.03,-2.17,1.214,1.036,0.471,24.80,9.48,2.265,1.580,0.782
batch_test_103,0.01,-2.11,1.481,1.039,0.502,21.74,8.25,2.816,1.695,0.877,-0.01,-2.13,1.397,1.030,0.642,23.42,9.12,2.399,1.495,0.902
batch_test_104,0.02,-2.11,1.208,1.045,0.411,31.64,6.70,1.906,1.142,0.793,-0.07,-2.20,1.219,1.036,0.547,31.00,6.58,1.740,1.073,0.837
batch_test_105,-0.08,-2.21,1.301,1.052,0.499,31.22,7.65,2.221,1.409,0.814,0.04,-2.12,1.340,1.047,0.597,32.52,6.97,2.021,1.187,0.842
batch_test_106,0.01,-2.11,1.260,1.029,0.479,24.77,11.42,2.927,2.041,0.862,0.02,-2.11,1.215,1.023,0.596,26.55,12.27,2.697,1.870,0.899
batch_test_107,-0.00,-2.13,1.479,1.056,0.649,27.97,6.29,2.204,1.396,0.853,0.02,-2.10,1.339,1.039,0.776,31.33,6.63,1.835,1.197,0.900
batch_test_108,-0.00,-2.11,1.440,1.093,0.625,23.76,7.24,2.239,1.400,0.839,-0.02,-2.13,1.367,1.066,0.628,27.87,6.96,2.046,1.190,0.830
batch_test_109,0.03,-2.11,1.510,1.080,0.751,31.47,5.57,2.009,1.303,0.885,0.02,-2.11,1.278,1.032,0.734,27.98,6.34,1.658,1.139,0.891
batch_test_110,-0.01,-2.15,1.421,1.042,0.537,31.59,7.62,2.023,1.284,0.801,-0.05,-2.16,1.304,1.024,0.643,32.49,7.93,1.799,1.167,0.843
batch_test_111,0.04,-2.11,1.369,1.054,0.565,25.09,6.05,2.059,1.260,0.843,0.03,-2.09,1.242,1.063,0.633,28.29,6.51,1.845,1.124,0.867
batch_test_112,-0.02,-2.16,1.328,1.031,0.557,23.46,6.36,1.804,1.138,0.818,0.02,-2.13,1.282,1.040,0.610,24.90,6.64,1.614,1.073,0.825
batch_test_113,0.03,-2.09,1.568,1.055,0.540,27.53,8.15,2.487,1.489,0.807,-0.04,-2.17,1.456,1.046,0.636,32.67,8.86,2.086,1.285,0.845
batch_test_114,0.02,-2.11,1.378,1.028,0.445,29.28,7.10,1.866,1.281,0.768,-0.00,-2.14,1.354,1.024,0.578,37.28,7.51,1.716,1.188,0.833
batch_test_115,-0.01,-2.13,1.377,1.065,0.655,29.37,8.35,2.263,1.386,0.904,0.02,-2.09,1.307,1.051,0.763,32.63,8.77,1.890,1.232,0.935
batch_test_116,0.02,-2.11,1.426,1.055,0.572,31.20,6.06,2.503,1.266,0.856,-0.01,-2.10,1.307,1.036,0.659,31.59,6.70,2.442,1.175,0.889
batch_test_117,-0.05,-2.16,1.279,1.101,0.524,31.98,9.03,1.839,1.251,0.849,0.03,-2.10,1.205,1.131,0.639,36.00,9.22,1.556,1.105,0.872
batch_test_118,0.00,-2.13,1.216,1.074,0.597,30.43,6.09,1.717,1.080,0.808,0.00,-2.12,1.370,1.028,0.708,34.75,6.53,1.463,1.048,0.850
batch_test_119,-0.02,-2.13,1.350,1.072,0.648,29.22,6.90,2.094,1.387,0.873,0.02,-2.11,1.261,1.044,0.753,31.59,7.33,1.786,1.200,0.910
batch_test_120,0.00,-2.14,1.411,1.046,0.633,31.34,10.06,2.728,1.943,0.890,0.00,-2.14,1.310,1.032,0.743,37.04,11.23,2.518,1.832,0.930
batch_test_121,-0.05,-2.18,1.362,1.052,0.602,27.68,8.76,2.713,1.678,0.886,-0.04,-2.16,1.267,1.037,0.687,29.84,9.18,2.188,1.335,0.882
